Created,Point,Player,In own endzone?,In opponent's endzone?,Stall out?,Callahan?,Location X (0 -> 1 = left sideline -> right sideline),Location Y (0 -> 1 = back of opponent endzone -> back of own endzone)
2017-03-11 13:42,2,#41 Billy Ni,0,0,0,0,0.661074,0.537129
2017-03-11 13:46,3,#27 Daniel Zhang,0,0,0,0,0.503356,0.764852
2017-03-11 13:53,4,#22 Paul Simpson,1,0,0,0,0.362416,0.891089
2017-03-11 13:53,4,#22 Paul Simpson,0,0,0,0,0.16443,0.537129
2017-03-11 13:57,4,Oscar Yao,1,0,0,0,0.714765,0.92203
2017-03-11 14:02,5,#19 Ben Wang,0,0,0,0,0.620805,0.517327
2017-03-11 14:03,5,#69 Justin Chen,0,0,0,0,0.224832,0.623762
2017-03-11 14:06,5,#22 Paul Simpson,0,0,0,0,0.671141,0.262376
2017-03-11 14:07,5,#27 Daniel Zhang,1,0,0,0,0.251678,0.840347
2017-03-11 14:10,6,#2 Jamie Chen,0,0,0,0,0.134228,0.378713
2017-03-11 14:13,7,#14 Cecilia Wu,0,0,0,0,0.11745,0.518564
2017-03-11 14:15,7,#41 Billy Ni,0,0,0,0,0.436242,0.783416
2017-03-11 14:18,8,#22 Paul Simpson,0,0,0,0,0.513423,0.628713
2017-03-11 14:21,8,#27 Daniel Zhang,0,0,0,0,0.288591,0.795792
2017-03-11 14:21,8,#22 Paul Simpson,0,0,0,0,0.590604,0.725248
