Created,Point,Player,In own endzone?,In opponent's endzone?,Stall out?,Callahan?,Location X (0 -> 1 = left sideline -> right sideline),Location Y (0 -> 1 = back of opponent endzone -> back of own endzone)
2017-05-20 09:06,1,#77 Zoe Wu,0,0,0,0,0.342282,0.481436
2017-05-20 09:11,1,#22 Paul Simpson,0,0,0,0,0.422819,0.659653
2017-05-20 09:14,1,#14 Cecilia Wu,0,0,0,0,0.751678,0.315594
2017-05-20 09:21,3,#55 Tigger Li,0,0,0,0,0.879195,0.408416
2017-05-20 09:23,3,#55 Tigger Li,0,0,0,0,0.214765,0.20297
2017-05-20 09:27,4,#69 Justin Chen,0,0,0,0,0.154362,0.388614
2017-05-20 09:43,7,#30 Jimmy Peng,0,0,0,0,0.681208,0.285891
2017-05-20 09:47,8,#22 Paul Simpson,0,0,0,0,0.469799,0.428218
