Created,Point,Our score at pull,Opponent's score at pull,Started on offense?,Scored?,Possessions,Passes,Turnovers,Thrower errors,Receiver errors,Defensive blocks,Opposition errors,Secondary assist,Assist,Goal
2017-04-08 11:02,1,0,0,1,0,2,4,2,2,0,0,1,,,
2017-04-08 11:08,2,0,1,1,1,3,3,2,1,1,0,2,,#55 Tigger Li,#1 Joyce Wang
2017-04-08 11:11,3,1,1,0,1,5,8,4,3,1,2,3,,#55 Tigger Li,#14 Cecilia Wu
2017-04-08 11:16,4,2,1,0,1,2,4,1,1,0,0,2,,#27 Daniel Zhang,#14 Cecilia Wu
2017-04-08 11:19,5,3,1,0,0,6,22,6,6,0,3,3,,,
2017-04-08 11:28,6,3,2,1,1,1,6,0,0,0,0,0,#27 Daniel Zhang,#55 Tigger Li,#41 Billy Ni
2017-04-08 11:31,7,4,2,0,1,3,6,2,2,0,2,1,,#55 Tigger Li,#1 Joyce Wang
2017-04-08 11:35,8,5,2,0,0,0,0,0,0,0,0,0,,,
2017-04-08 11:39,9,5,3,1,0,1,2,1,1,0,0,0,,,
2017-04-08 11:41,10,5,4,1,1,1,4,0,0,0,0,0,#27 Daniel Zhang,#55 Tigger Li,#19 Ben Wang
2017-04-08 11:43,11,6,4,0,1,1,1,0,0,0,0,1,,#27 Daniel Zhang,#55 Tigger Li
2017-04-08 11:45,12,7,4,0,0,1,2,1,1,0,1,0,,,
2017-04-08 11:48,13,7,5,1,0,1,3,1,1,0,0,0,,,
2017-04-08 11:50,14,7,6,1,0,0,0,0,0,0,0,0,,,
