Created,Point,Player,In own endzone?,In opponent's endzone?,Stall out?,Callahan?,Location X (0 -> 1 = left sideline -> right sideline),Location Y (0 -> 1 = back of opponent endzone -> back of own endzone)
2017-03-29 16:55,6,#1 Joyce Wang,0,0,0,0,0.783871,0.22488
2017-03-29 17:02,8,,0,0,0,0,0.151007,0.481436
2017-03-29 17:19,13,#76 Jack Xia,0,0,0,0,0.275168,0.712871
