Created,Point,Our score at pull,Opponent's score at pull,Started on offense?,Scored?,Possessions,Passes,Turnovers,Thrower errors,Receiver errors,Defensive blocks,Opposition errors,Secondary assist,Assist,Goal
2017-02-24 16:05,1,0,0,1,0,3,8,3,2,2,1,1,,,
2017-02-24 16:17,2,0,1,1,0,6,8,6,4,4,1,4,,,
2017-02-24 16:24,3,0,2,1,0,2,5,2,1,1,0,1,,,
2017-02-24 16:27,4,0,3,1,1,1,5,0,0,0,0,0,#22 Paul Simpson,Peter,#22 Paul Simpson
2017-02-24 16:30,5,1,3,0,0,2,3,2,1,1,0,2,,,
2017-02-24 16:34,6,1,4,1,1,1,7,0,0,0,0,0,Theresa Zhang,#22 Paul Simpson,Tigger
2017-02-24 16:37,7,2,4,0,1,4,10,3,3,0,4,0,,Tigger,#22 Paul Simpson
2017-02-24 16:43,8,3,4,0,1,1,7,0,0,0,0,1,Peter,Tigger,#27 Daniel Zhang
2017-02-24 16:46,9,4,4,0,0,3,11,3,2,1,1,2,,,
2017-02-24 16:51,10,4,5,1,1,2,10,1,1,0,0,1,Joyce Wang,Tigger,#69 Justin Chen
2017-02-24 16:53,11,5,5,0,1,7,22,6,5,1,2,5,#22 Paul Simpson,#27 Daniel Zhang,#22 Paul Simpson
2017-02-24 17:06,12,6,5,0,1,1,1,0,0,0,1,0,,Tigger,#27 Daniel Zhang
2017-02-24 17:12,13,7,5,0,1,3,8,2,2,0,3,0,,Tigger,#27 Daniel Zhang
2017-02-24 17:17,14,8,5,0,1,1,1,0,0,0,1,0,,Tigger,#69 Justin Chen
2017-02-24 17:18,15,9,5,0,1,1,2,0,0,0,1,0,#22 Paul Simpson,Tigger,#69 Justin Chen
2017-02-24 17:22,16,10,5,0,0,4,14,4,3,2,1,3,,,
2017-02-24 17:29,17,10,6,1,0,1,1,1,1,0,0,0,,,
2017-02-24 17:34,18,10,7,1,0,0,0,0,0,0,0,0,,,
